file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\Admin\OneDrive\Desktop\IT23594104\test_automation_ui\sample.png,True,PASS,C:\Users\Admin\OneDrive\Desktop\IT23594104\test_automation_ui\results\preview_pass.png
